	train_steps	train_losses	train_accs	dev_accs
0	2	0.6315547227859497	0	0.47920279043509817
1	102	0.1886700987815857	0	0.7718053147304327
2	202	0.14570166170597076	0	0.8011210129440703
3	302	0.1383349895477295	0	0.8051433525545385
4	402	0.13993559777736664	0	0.8070184281624259
5	502	0.13601182401180267	0	0.8079458849147143
6	602	0.13451336324214935	0	0.8066756724061455
7	702	0.1329367756843567	0	0.808883422718658
8	802	0.13251815736293793	0	0.8103149320537119
9	902	0.13857224583625793	0	0.812018629783459
10	1002	0.1324303150177002	0	0.8111516593411024
11	1102	0.13768300414085388	0	0.8123613855397395
12	1202	0.13546712696552277	0	0.8140550022178313
13	1302	0.1342797577381134	0	0.8118170087503528
14	1402	0.13359804451465607	0	0.8137626517198274
15	1502	0.13582272827625275	0	0.8154562683979193
16	1602	0.13625888526439667	0	0.8138433001330699
17	1702	0.13717593252658844	0	0.8179765313117464
18	1802	0.12412667274475098	0	0.8159804830839953
19	1902	0.13390514254570007	0	0.8155167547078511
20	1982	0.1366686075925827	0	0.8175128029356022
21	2082	0.13081012666225433	0	0.8169180208879391
22	2182	0.1285722255706787	0	0.8183596112746482
23	2282	0.1341324746608734	0	0.8166760756482117
24	2382	0.13320179283618927	0	0.8183192870680269
25	2482	0.13551221787929535	0	0.8153957820879875
26	2582	0.13602548837661743	0	0.8178454776402274
27	2682	0.1322748363018036	0	0.815446187346264
28	2782	0.13555553555488586	0	0.8197205532481149
29	2882	0.13415078818798065	0	0.8189443122706561
30	2982	0.13489508628845215	0	0.8170591556111133
31	3082	0.1329125463962555	0	0.8178757207951933
32	3182	0.13239286839962006	0	0.8182083954998185
33	3282	0.13159175217151642	0	0.8155066736561958
34	3382	0.12991341948509216	0	0.8192265817170047
35	3482	0.1343102753162384	0	0.8191560143554175
36	3582	0.1295720636844635	0	0.817734586072019
37	3682	0.13009010255336761	0	0.8194382838017662
38	3782	0.13301478326320648	0	0.8208899552401306
39	3882	0.1344042420387268	0	0.8160208072906165
40	3962	0.12463390827178955	0	0.8182588007580951
41	4062	0.13326069712638855	0	0.8198516069196339
42	4162	0.13253644108772278	0	0.8188838259607242
43	4262	0.1331048160791397	0	0.8171297229727005
44	4362	0.13362649083137512	0	0.8194685269567321
45	4462	0.1295652538537979	0	0.8180975039316102
46	4562	0.13174308836460114	0	0.8199927416428082
47	4662	0.1347375214099884	0	0.8173615871607726
48	4762	0.1381579488515854	0	0.8209504415500625
49	4862	0.13353082537651062	0	0.818974555425622
50	4962	0.13122622668743134	0	0.8183596112746482
51	5062	0.1276535987854004	0	0.8187124480825839
52	5162	0.12941575050354004	0	0.8213133594096537
53	5262	0.1343729943037033	0	0.819952417436187
54	5362	0.13099250197410583	0	0.8201036332110165
55	5462	0.129372701048851	0	0.8193777974918344
56	5562	0.12842750549316406	0	0.8199826605911529
57	5662	0.13083308935165405	0	0.8216964393725553
58	5762	0.1313409060239792	0	0.8187930964958264
59	5862	0.12668928503990173	0	0.819690310093149
60	5942	0.13407784700393677	0	0.8185410702044438
61	6042	0.12733376026153564	0	0.820577442638816
62	6142	0.13459382951259613	0	0.8191459333037623
63	6242	0.12838691473007202	0	0.818974555425622
64	6342	0.1319718211889267	0	0.8209605226017178
65	6442	0.13068823516368866	0	0.8183898544296141
66	6542	0.13113725185394287	0	0.8198818500745998
67	6642	0.13002243638038635	0	0.8220593572321464
68	6742	0.1303834468126297	0	0.8220391951288358
69	6842	0.128595232963562	0	0.8193273922335578
70	6942	0.1242767795920372	0	0.8219484656639381
71	7042	0.1302681565284729	0	0.8211722246864793
72	7142	0.12829811871051788	0	0.8209302794467519
73	7242	0.13285225629806519	0	0.8217468446308319
74	7342	0.128937229514122	0	0.821978708818904
75	7442	0.12447047233581543	0	0.8206883342070245
76	7542	0.1295183151960373	0	0.8212226299447558
77	7642	0.13064120709896088	0	0.8217770877857978
78	7742	0.12629123032093048	0	0.8219887898705593
79	7842	0.13014958798885345	0	0.8206480100004032
80	7922	0.13380485773086548	0	0.8217770877857978
81	8022	0.12750619649887085	0	0.8218879793540063
82	8122	0.13239504396915436	0	0.8191862575103834
83	8222	0.12845487892627716	0	0.8216460341142788
84	8322	0.12291207909584045	0	0.8198012016613573
85	8422	0.12815923988819122	0	0.8201540384692931
86	8522	0.1321231573820114	0	0.8216359530626235
87	8622	0.12923337519168854	0	0.8208697931368201
88	8722	0.13190126419067383	0	0.8193878785434897
89	8822	0.12918531894683838	0	0.8215149804427598
90	8922	0.12930262088775635	0	0.8214746562361386
91	9022	0.13137264549732208	0	0.8198717690229445
92	9122	0.13328668475151062	0	0.8236017581354087
93	9222	0.13155707716941833	0	0.8198919311262551
94	9322	0.12487634271383286	0	0.8194181216984556
95	9422	0.1264728158712387	0	0.819690310093149
96	9522	0.12584343552589417	0	0.8214444130811727
97	9622	0.12721377611160278	0	0.8209907657566837
98	9722	0.12736776471138	0	0.8206278478970926
99	9822	0.13773436844348907	0	0.820184281624259
