	epochs	train_losses	train_accs	dev_accs
0	0	0.2558315396308899	0.17546951588918874	0.17509025270758122
1	1	0.20588180422782898	0.196122832210317	0.19340854776857666
2	2	0.1466323286294937	0.1818536042304481	0.19407244785949507
3	3	0.11910145729780197	0.19026894319830376	0.19131788116280363
4	4	0.10724268853664398	0.18973900407980773	0.19900551882410797
