	epochs	train_losses	train_accs	dev_accs
0	0	3.574354648590088	0.5504885993485342	0.48859934853420195
1	1	2.1963019371032715	0.6547231270358306	0.6205211726384365
2	2	0.9380156993865967	0.5993485342019544	0.5651465798045603
3	3	0.6552777886390686	0.6563517915309446	0.5765472312703583
4	4	0.6251674294471741	0.7133550488599348	0.6449511400651465
