	epochs	train_losses	train_accs	dev_accs
0	0	0.6473897099494934	0.7638436482084691	0.7871720116618076
1	1	0.548557698726654	0.8355048859934854	0.8425655976676385
2	2	0.4897019863128662	0.8925081433224755	0.8658892128279884
3	3	0.44200119376182556	0.9153094462540716	0.8542274052478134
4	4	0.4032335579395294	0.9267100977198697	0.8717201166180758
