	train_steps	train_losses	train_accs	dev_accs
0	0	0.0	0.5125249911795837	0.5261239368165249
1	1	0.6868791580200195	0.5429848288839233	0.5462593299774344
2	501	0.47255900502204895	0.8242385040573915	0.8262454434993924
3	1001	0.4016745686531067	0.8022462660237564	0.7972574205867037
4	1501	0.43516412377357483	0.8278254733623427	0.8262454434993924
5	2001	0.4143846035003662	0.8198282958955663	0.8132268703350113
6	2501	0.3884885609149933	0.8355874397271551	0.8359659781287971
7	3001	0.46040645241737366	0.8460543337645536	0.8455129317826766
8	3501	0.3820780813694	0.8450546865812066	0.8411734073945496
9	4001	0.4432900547981262	0.8541103140068211	0.8541919805589308
10	4501	0.3206809461116791	0.85052334470187	0.8477694844645027
11	5001	0.4013414978981018	0.8463483476420087	0.8479430654400277
12	5501	0.33781370520591736	0.8551099611901681	0.8585315049470578
13	6001	0.3815203011035919	0.8556979889450782	0.85245617080368
14	6501	0.40738213062286377	0.8405856756438904	0.8408262454434994
15	7001	0.38719886541366577	0.852463836293073	0.8501996181218539
16	7501	0.37140631675720215	0.8623427025755616	0.863218191286235
17	8001	0.3912927806377411	0.850052922497942	0.8489845512931783
18	8501	0.35351383686065674	0.8576972833117723	0.854712723485506
19	9001	0.3829047381877899	0.8506409502528519	0.8486373893421281
20	9501	0.3574754297733307	0.8635775608608727	0.8573164381183822
21	10001	0.3292234241962433	0.8578736916382453	0.8555806283631314
22	10501	0.32861319184303284	0.8613430553922146	0.8637389342128102
23	11001	0.36719322204589844	0.8614606609431965	0.8538448186078805
24	11501	0.34596091508865356	0.8650476302481477	0.865301162992536
25	12001	0.30986785888671875	0.8669293190638598	0.8637389342128102
26	12501	0.29082196950912476	0.8635187580853816	0.8600937337267835
27	13001	0.3152390122413635	0.8666941079618958	0.8642596771393856
28	13501	0.2969132363796234	0.870163471715865	0.8710293351848637
29	14001	0.3723435401916504	0.8638127719628367	0.8592258288491581
30	14501	0.3077825605869293	0.8685757967776079	0.8642596771393856
31	15001	0.35051700472831726	0.8659884746560038	0.8623502864086097
32	15501	0.3642609417438507	0.8659296718805127	0.8566221142162819
33	16001	0.3737923800945282	0.8623427025755616	0.8581843429960077
34	16501	0.3375735878944397	0.8673409384922969	0.8684256205519875
35	17001	0.31732404232025146	0.872162766082559	0.8659954868946363
36	17501	0.3024022877216339	0.8725743855109961	0.8649540010414859
37	18001	0.33339956402778625	0.870751499470775	0.8644332581149106
38	18501	0.3091352880001068	0.8673997412677878	0.8639125151883353
39	19001	0.3378242552280426	0.8735152299188522	0.8630446103107099
40	19501	0.2681933641433716	0.8721039633070681	0.8670369727477868
41	20001	0.3094281256198883	0.8800423379983535	0.8712029161603888
42	20501	0.2944575846195221	0.8755733270610373	0.8661690678701615
43	21001	0.27105021476745605	0.8773374103257674	0.8691199444540878
44	21501	0.28699949383735657	0.8771610019992944	0.8701614303072384
45	22001	0.2665277123451233	0.8768081853463483	0.8701614303072384
46	22501	0.2644444704055786	0.870516288368811	0.8654747439680611
47	23001	0.26078858971595764	0.8772198047747853	0.8647804200659608
48	23501	0.2197379320859909	0.8782194519581324	0.8748481166464156
49	24001	0.2712443470954895	0.8769257908973304	0.8647804200659608
50	24501	0.25175735354423523	0.8832764906503587	0.8682520395764625
51	25001	0.28118130564689636	0.8755733270610373	0.8677312966498871
52	25501	0.2601684331893921	0.8761025520404563	0.8625238673841347
