	train_steps	train_losses	train_accs	dev_accs
0	1	0.6855864524841309	0.49403341288782815	0.5065104166666666
1	501	0.6930791139602661	0.5092210891733565	0.4954427083333333
2	1001	0.6931921243667603	0.5395964417444131	0.5319010416666666
3	1501	0.6922947764396667	0.5055326535040139	0.4954427083333333
4	2001	0.6914536356925964	0.5055326535040139	0.4954427083333333
5	2501	0.6948876976966858	0.5055326535040139	0.4954427083333333
6	3001	0.694783627986908	0.5304838359730961	0.5338541666666666
7	3501	0.694327175617218	0.5239748318507268	0.5078125
8	4001	0.6935210227966309	0.5337383380342807	0.5286458333333334
9	4501	0.6906724572181702	0.5254935994792796	0.4993489583333333
10	5001	0.6940857768058777	0.5376437405077024	0.515625
11	5501	0.6951600313186646	0.5252766326752007	0.533203125
12	6001	0.6921406388282776	0.531134736385333	0.5182291666666666
13	6501	0.6948993802070618	0.5374267737036234	0.5104166666666666
14	7001	0.6939493417739868	0.5458884790627034	0.5345052083333334
15	7501	0.6836608052253723	0.5508787155565199	0.52734375
16	8001	0.68159019947052	0.558906487307442	0.5299479166666666
17	8501	0.696336030960083	0.5469733130830983	0.5182291666666666
18	9001	0.6857935190200806	0.5836407029724452	0.5416666666666666
19	9501	0.6843008399009705	0.5452375786504665	0.5110677083333334
20	10001	0.6718984842300415	0.5927533087437622	0.5455729166666666
21	10501	0.6687865257263184	0.6044695161640269	0.5579427083333334
22	11001	0.6713715195655823	0.5875461054458668	0.548828125
23	11501	0.6846069693565369	0.6098936862660013	0.5455729166666666
24	12001	0.6619943380355835	0.6233456281188978	0.5611979166666666
25	12501	0.641049325466156	0.6370145367758733	0.556640625
26	13001	0.6301372647285461	0.6203080928617921	0.5455729166666666
27	13501	0.6559592485427856	0.6242134953352138	0.544921875
28	14001	0.6236926913261414	0.6647862876979822	0.5670572916666666
29	14501	0.6363018155097961	0.6691256237795618	0.5735677083333334
30	15001	0.6358574032783508	0.6821436320243003	0.5670572916666666
31	15501	0.6298336386680603	0.6877847689303537	0.5774739583333334
32	16001	0.6080339550971985	0.7060099804729877	0.5651041666666666
33	16501	0.6067139506340027	0.7164243870687784	0.5703125
34	17001	0.5744538903236389	0.7366022998481232	0.568359375
