	train_steps	train_losses	train_accs	dev_accs
0	1	0.7040085792541504	0.5265784334996746	0.5572916666666666
1	501	0.6926035284996033	0.5417661097852029	0.5618489583333334
2	1001	0.6793614029884338	0.5335213712302018	0.5618489583333334
3	1501	0.6850439310073853	0.5510956823605988	0.5638020833333334
4	2001	0.6639279723167419	0.5476242134953352	0.5455729166666666
5	2501	0.6718525290489197	0.541115209372966	0.5319010416666666
6	3001	0.6783868074417114	0.5550010848340204	0.5319010416666666
7	3501	0.6606086492538452	0.585810371013235	0.5345052083333334
8	4001	0.650233268737793	0.5916684747233674	0.55078125
9	4501	0.6456053853034973	0.5736602299848124	0.537109375
10	5001	0.63869309425354	0.6177044912128444	0.546875
11	5501	0.6297908425331116	0.6203080928617921	0.5748697916666666
12	6001	0.6416576504707336	0.5999132132783684	0.5546875
13	6501	0.6169273853302002	0.6159687567802127	0.5475260416666666
14	7001	0.6443760395050049	0.630071599045346	0.5481770833333334
15	7501	0.5896838307380676	0.6437405077023215	0.5579427083333334
16	8001	0.608760416507721	0.6092427858537643	0.546875
17	8501	0.5784590244293213	0.667172922542851	0.5546875
18	9001	0.5687049031257629	0.6695595573877197	0.576171875
19	9501	0.5391938090324402	0.6827945324365372	0.5462239583333334
20	10001	0.5356137752532959	0.6860490344977218	0.5611979166666666
21	10501	0.47954171895980835	0.701887611195487	0.5651041666666666
22	11001	0.4365682005882263	0.7044912128444348	0.56640625
23	11501	0.5206630229949951	0.7441961379908874	0.55078125
24	12001	0.4847439229488373	0.7591668474723368	0.5813802083333334
25	12501	0.43492835760116577	0.765892818398785	0.564453125
26	13001	0.38460773229599	0.7520069429377305	0.57421875
27	13501	0.2943252623081207	0.793013668908657	0.5807291666666666
28	14001	0.2897146940231323	0.793230635712736	0.546875
29	14501	0.27184081077575684	0.809937079626817	0.5618489583333334
30	15001	0.2098136693239212	0.8355391625081362	0.568359375
31	15501	0.2966199219226837	0.8385766977652419	0.568359375
32	16001	0.23888589441776276	0.8329355608591885	0.546875
33	16501	0.1648854911327362	0.8630939466261662	0.5559895833333334
34	17001	0.15203076601028442	0.8665654154914298	0.55859375
