	train_steps	train_losses	train_accs	dev_accs
0	2	0.6923505067825317	0.48905161130567054	0.4889933856965688
1	102	0.19464029371738434	0.5137960309880081	0.5063042579578338
2	202	0.2005220204591751	0.5147511408256394	0.5087846217445225
3	260	0.1922590732574463	0.5195090027945807	0.5090946672178586
4	360	0.1934136003255844	0.5376030280519297	0.5200496072757338
5	460	0.1805879920721054	0.5463758887827656	0.5232534105002067
6	518	0.1901732236146927	0.5495949626799674	0.5264572137246796
7	618	0.18124786019325256	0.5633909936679755	0.5361719718892104
8	718	0.18876701593399048	0.5592168099331423	0.53462174452253
9	776	0.18604715168476105	0.5635324914216987	0.5378255477470029
10	876	0.17575617134571075	0.5825108776398175	0.5548780487804879
11	976	0.16636624932289124	0.5878877922812975	0.562474162877222
12	1034	0.1843416392803192	0.6004987795818741	0.576529557668458
13	1134	0.17408554255962372	0.6088471470515405	0.5834022323274081
14	1234	0.17422521114349365	0.6155329159149598	0.5872261264985531
15	1292	0.17320075631141663	0.6226962396971948	0.593788755684167
16	1392	0.17146670818328857	0.631840532031554	0.6037618850764779
17	1492	0.1696631908416748	0.6412678198733595	0.6089809838776354
18	1550	0.1672336608171463	0.6478651526407019	0.6168871434477057
19	1650	0.1718175709247589	0.6540733665853055	0.6200909466721786
20	1750	0.17115800082683563	0.6575400615515229	0.6291339396444812
21	1808	0.16329379379749298	0.6612013159291096	0.6339913187267466
22	1908	0.1566518396139145	0.6630584739467261	0.6310458867300538
23	2008	0.16045932471752167	0.6681700802999753	0.6393137660190161
24	2066	0.16254399716854095	0.6667374155435283	0.6371434477056634
25	2166	0.1530752331018448	0.6696027450564223	0.6412257131045886
26	2266	0.163548082113266	0.6764300116735646	0.6460830921868541
27	2324	0.1693837195634842	0.6787470373907815	0.6472199255890864
28	2424	0.16732487082481384	0.681099437546429	0.6515088879702357
29	2524	0.1531442254781723	0.684106264813046	0.6533174865646961
30	2582	0.15701928734779358	0.6852559340620468	0.6516639107069037
31	2682	0.16064666211605072	0.6855743040079239	0.65274906986358
32	2782	0.15771622955799103	0.6908981569917577	0.6523356758991319
33	2840	0.1618119329214096	0.6802150765856592	0.6467548573790822
34	2940	0.1572650969028473	0.6912872758144964	0.652645721372468
35	3040	0.15335367619991302	0.6932505571474052	0.6552294336502688
36	3098	0.15481255948543549	0.6928260638862358	0.6554361306324927
37	3198	0.15570580959320068	0.6966288160175457	0.6465998346424142
38	3298	0.16081084311008453	0.6994057094343628	0.6556945018602729
39	3356	0.1439758688211441	0.6970886837171459	0.6607585779247623
40	3456	0.15404853224754333	0.7032084615656726	0.6537825547747003
41	3556	0.15284477174282074	0.7066574693126747	0.6533174865646961
42	3614	0.16252635419368744	0.7036152676076267	0.6577097974369575
43	3714	0.14675398170948029	0.7057907955711203	0.6599834642414221
44	3814	0.1485186666250229	0.710212600374969	0.6578131459280695
