	epochs	train_losses	train_accs	dev_accs
0	0	0.6918254494667053	0.5618892508143323	0.6151603498542274
1	1	0.684009850025177	0.5618892508143323	0.6151603498542274
2	2	0.6800768375396729	0.5618892508143323	0.6151603498542274
3	3	0.6774293780326843	0.5618892508143323	0.6151603498542274
4	4	0.6742607951164246	0.5618892508143323	0.6151603498542274
